run_id,timestamp,dataset,library,function,passed,failed,time_sec
1766737011,2025-12-26T11:16:51,incorrect,typeguard,is_correct,3000,0,0.860608
1766737011,2025-12-26T11:16:51,incorrect,typeguard,answer_in_context,3000,0,0.03786
1766737011,2025-12-26T11:16:51,incorrect,typeguard,shortest_alias,3000,0,0.200897
1766737011,2025-12-26T11:16:51,incorrect,typeguard,validate_consistency,3000,0,0.025791
1766737011,2025-12-26T11:16:51,incorrect,typeguard,score_candidate,3000,0,0.031111
1766737011,2025-12-26T11:16:51,incorrect,typeguard,normalize_question,3000,0,0.452066
1766737011,2025-12-26T11:16:51,incorrect,icontract,is_correct,2497,503,0.727835
1766737011,2025-12-26T11:16:51,incorrect,icontract,answer_in_context,3000,0,0.037326
1766737011,2025-12-26T11:16:51,incorrect,icontract,shortest_alias,3000,0,0.189044
1766737011,2025-12-26T11:16:51,incorrect,icontract,validate_consistency,3000,0,0.026181
1766737011,2025-12-26T11:16:51,incorrect,icontract,score_candidate,3000,0,0.031222
1766737011,2025-12-26T11:16:51,incorrect,icontract,normalize_question,3000,0,0.500382
1766737011,2025-12-26T11:16:51,incorrect,beartype,is_correct,3000,0,0.659048
1766737011,2025-12-26T11:16:51,incorrect,beartype,answer_in_context,3000,0,0.036927
1766737011,2025-12-26T11:16:51,incorrect,beartype,shortest_alias,2497,503,0.189903
1766737011,2025-12-26T11:16:51,incorrect,beartype,validate_consistency,3000,0,0.025805
1766737011,2025-12-26T11:16:51,incorrect,beartype,score_candidate,3000,0,0.030845
1766737011,2025-12-26T11:16:51,incorrect,beartype,normalize_question,3000,0,0.602983
1766737028,2025-12-26T11:17:08,incorrect,typeguard,is_correct,3000,0,0.833602
1766737028,2025-12-26T11:17:08,incorrect,typeguard,answer_in_context,3000,0,0.036503
1766737028,2025-12-26T11:17:08,incorrect,typeguard,shortest_alias,3000,0,0.198593
1766737028,2025-12-26T11:17:08,incorrect,typeguard,validate_consistency,3000,0,0.030373
1766737028,2025-12-26T11:17:08,incorrect,typeguard,score_candidate,3000,0,0.03232
1766737028,2025-12-26T11:17:08,incorrect,typeguard,normalize_question,3000,0,0.441718
1766737028,2025-12-26T11:17:08,incorrect,icontract,is_correct,2497,503,0.688781
1766737028,2025-12-26T11:17:08,incorrect,icontract,answer_in_context,3000,0,0.036007
